1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0,0.694858224,0.792278157,0,0.909020032,0.938457979,0.985689537,0.939468114,0.968973943,0.945639639,0.936039645,0,0,0.825526142,0.920860987,0.890834752,0.944153361,0.659738796,0.820181333,0.956538217,0,0.816052553,0.7113411,0.86570673,0.613313517,0.952619265,0.780197278,0.830809228,0.679227614,0,0.943015533,0.878043128,0.982008879,0.914329321,0.911479819,0.83936639,0.79654001,0.722120069,0.79972859,0.910074603,0.870710385,0.666289247,0.714573924,0.744041627,0.955546976,0.678982723,0,0.894007723,0,0.788311483,0.870706646,0.82029384,0.705148885,0.767599577,0.800430885,0,0.865667649,0.729746668,0.907525586,0.867232825,0.799859776,0,0,0.934371107,0,0.705241849,0.890706395,0.714958544,0.629556636,0.82836377,0.772446915,0,0,0.931525196,0.937508922,0,0.932665496,0.812812647,0.788002022,0.707159836,0.714561768
0.694858224,0,0.933065081,0,0.887343346,0.846225825,0.687635298,0.787980167,0.607347218,0.80500682,0.71120053,0.890336558,0.631235174,0.941142608,0.860436772,0.919097665,0.686468118,0.885313235,0.959601846,0.812761485,0,0,0.963519541,0.916030187,0.949328629,0.760086156,0.988571257,0.952745351,0.902325817,0,0.742012482,0.898307504,0,0.879482513,0,0.819397575,0.880975445,0.940598387,0,0.854062732,0.932981012,0.966616449,0.952789523,0.988306681,0.842197117,0.968581685,0,0,0,0.935650994,0.901761553,0.962505732,0.986871046,0.959779028,0.9667618,0,0.903557397,0.988593368,0,0.923704212,0.949145804,0,0.859284864,0.849161661,0,0.938090927,0.799294003,0.94143426,0.855778513,0.925274209,0.935230234,0,0,0.84913097,0.791340828,0,0.845197703,0.945314106,0.913204214,0,0.952961775
0.792278157,0.933065081,0,0,0.944662638,0.90176925,0.803801091,0.840559384,0.698183331,0.860093935,0.880448834,0.755646561,0,0.994353273,0.953206734,0.964269433,0.753767478,0.966636719,0.969167745,0.891719453,0,0,0.987144057,0.922533481,0.934018943,0.824552742,0.966542107,0.973099163,0.976401366,0,0.786837906,0.983854055,0.687794928,0.877996581,0.62975323,0.832810449,0.98991156,0.99236312,0,0.965946269,0.955358288,0.97235156,0.989779156,0.965463777,0.91514151,0.976620477,0,0,0,0.999830562,0.986526893,0.97643535,0.962079701,0.994892206,0.97778587,0,0.905021458,0.969324295,0.621862816,0.980143877,0.994321023,0,0.730021143,0.921377764,0,0.988450985,0.787789072,0.9908416,0.947406226,0.997055713,0.999228191,0,0,0.922470009,0.77824021,0,0.858538426,0.994784845,0.997725647,0.772204468,0.990166327
0,0,0,0,0,0,0,0,0,0,0,0.829492767,0.994067243,0,0,0,0,0,0,0,0.864278298,0,0,0,0,0,0,0,0,0.618872151,0,0,0,0,0,0.708812592,0,0,0,0,0,0,0,0,0,0,0.867252155,0,0.99265192,0,0,0,0,0,0,0.99914698,0,0,0,0,0,0,0.873873078,0,0.973063762,0,0,0,0,0,0,0.944040893,0.689178896,0,0,0,0,0,0,0,0
0.909020032,0.887343346,0.944662638,0,0,0.992773533,0.929365147,0.969668488,0.870631451,0.978095269,0.922643235,0.643311526,0,0.971472612,0.99292997,0.995813965,0.919796259,0.833985998,0.97754936,0.98624589,0,0.693689605,0.906374234,0.987686595,0.802510733,0.960817682,0.941314587,0.981895096,0.855317399,0,0.941425467,0.982284704,0.820260889,0.974908881,0.832224671,0.814698579,0.921788611,0.902183136,0.647164527,0.973596677,0.988955635,0.872659604,0.90417191,0.935497275,0.99076446,0.885213329,0,0.779142559,0,0.943820264,0.980360498,0.975467647,0.914106265,0.94008258,0.968382232,0,0.983009573,0.912752269,0.826648114,0.990434691,0.959367984,0,0.619927096,0.996298094,0,0.8892771,0.935348798,0.897278056,0.801745405,0.965149372,0.932281038,0,0,0.99604562,0.902696752,0,0.97204685,0.96610183,0.931305123,0.691543198,0.903166106
0.938457979,0.846225825,0.90176925,0,0.992773533,0,0.957205716,0.990466508,0.918440605,0.995349299,0.920797529,0,0,0.937593832,0.982552274,0.980743391,0.957993564,0.770267471,0.951841696,0.996590392,0,0.76588823,0.853298686,0.981448216,0.739820489,0.98609872,0.907404908,0.9564605,0.79378093,0,0.974035224,0.957668914,0.862059411,0.984452055,0.889976639,0.803229479,0.87800875,0.848144258,0.722123967,0.955470457,0.972629961,0.814331248,0.850009746,0.897088784,0.995173632,0.829034843,0,0.842349373,0,0.900247793,0.953937858,0.947526655,0.868506964,0.895352958,0.936588022,0,0.981117853,0.868113546,0.884609767,0.967443856,0.920383067,0,0,0.997461764,0,0.832792806,0.961981778,0.842392267,0.734248738,0.929404216,0.885856079,0,0,0.996019193,0.931826666,0,0.988290621,0.929657123,0.886280093,0.659090391,0.849142016
0.985689537,0.687635298,0.803801091,0,0.929365147,0.957205716,0,0.964642968,0.980588005,0.967202415,0.95433182,0,0,0.839995289,0.940418971,0.903261723,0.972198055,0.664851108,0.836090745,0.975692679,0,0.84741676,0.720743539,0.886046611,0,0.976780415,0.776116324,0.847572212,0.685289996,0,0.963974638,0.893044675,0.958764175,0.916365786,0.922792792,0.767922614,0.807644566,0.730851269,0.829966101,0.920557369,0.881297424,0.670589916,0.72424505,0.753093738,0.965747788,0.686100022,0,0.920680378,0,0.799953203,0.885850095,0.833604024,0.716131407,0.777735456,0.815524019,0,0.887911927,0.726627396,0.931989418,0.884006909,0.813517813,0,0,0.956072646,0,0.713061247,0.906168564,0.723232941,0.633937177,0.84201867,0.782838709,0,0,0.954115191,0.905358163,0,0.938032656,0.827445643,0.798356857,0.709280678,0.723701458
0.939468114,0.787980167,0.840559384,0,0.969668488,0.990466508,0.964642968,0,0.949084345,0.998942661,0.895902386,0,0,0.887078953,0.953861745,0.948285183,0.985738007,0.688564383,0.912031501,0.989488327,0,0.837170427,0.785331749,0.962922942,0.65721343,0.997943993,0.854510288,0.917111526,0.714949681,0,0.994238579,0.914164471,0.873109386,0.976538346,0.936758561,0.749260537,0.813387768,0.776680672,0.795175709,0.914294201,0.94132145,0.741044915,0.781146124,0.844762492,0.979350143,0.757723686,0,0.898528503,0,0.838814674,0.908165418,0.904089537,0.811989633,0.834640123,0.89110128,0,0.968378001,0.804701881,0.93419775,0.927710203,0.866419841,0,0,0.982655867,0,0.758936702,0.97917535,0.770147669,0.651061815,0.875507903,0.820865335,0,0,0.981276836,0.932685675,0,0.987821421,0.877501672,0.822200846,0,0.779264461
0.968973943,0.607347218,0.698183331,0,0.870631451,0.918440605,0.980588005,0.949084345,0,0.944675695,0.881460134,0,0,0.747566317,0.870257772,0.835203662,0.982104076,0,0.762190023,0.937141547,0,0.92800941,0.613207823,0.838912838,0,0.965089911,0.695418874,0.772106364,0,0,0.96768467,0.805497834,0.959255635,0.890345034,0.972772865,0.702720855,0.693107249,0.616774648,0.914341676,0.835121732,0.816639511,0,0.613521682,0.66963085,0.91836215,0,0,0.975628719,0,0.694266149,0.796137062,0.755268722,0.626530191,0.676201442,0.734089967,0,0.84812175,0.634271146,0.97937376,0.804400119,0.717166683,0.606564015,0,0.906182895,0,0,0.911723099,0.608679839,0,0.743673672,0.673798996,0,0,0.902909449,0.907988424,0,0.919778244,0.732967061,0.687159056,0,0.612429824
0.945639639,0.80500682,0.860093935,0,0.978095269,0.995349299,0.967202415,0.998942661,0.944675695,0,0.908281061,0,0,0.903245306,0.96497797,0.959720119,0.979923806,0.714031545,0.923968016,0.994432474,0,0.818268129,0.805600532,0.968617284,0.682608925,0.996817019,0.871005805,0.92919196,0.739463075,0,0.990410249,0.929332891,0.877784818,0.980869501,0.925914617,0.772567853,0.834972519,0.798629908,0.776461193,0.929973298,0.951907686,0.762649912,0.801962418,0.859796041,0.987273026,0.778611862,0,0.885157758,0,0.858313845,0.923839488,0.917439564,0.827864648,0.853363809,0.904687939,0,0.972287365,0.823815305,0.922237897,0.940857823,0.883314141,0,0,0.989212177,0,0.78150909,0.974886033,0.792273841,0.677086114,0.893110495,0.841379985,0,0,0.98777317,0.937044528,0,0.990236223,0.893960698,0.843014535,0.622782632,0.800417651
